,Debt_to_total_assets_ratio,Operating_profit_to_sale,Fixed_asset_turnover,Return_from_market,Current_assets_ratio,Working_capital_return,Longterm_debt_to_equity_ratio,Return_ratio_without_risk,Profit_margin_growth_rate,Stock_market_value,Net_profit_to_sale,Net_profit_to_Gross_profit,Current_ratio,Net_working_capital,Operating_assets_Ratio,Total_asset_turnover,DPS,EPS_growth,Liquidity_ratios,ROA,Quick_Ratio,Average_payment_period,ROE,EPS,Total_income_growth,P_to_E,ROI,Capital,P_to_B,P_to_S,Cash_to_total_assets_ratio,Debt_to_equity_ratio,Equity_Ratio,DuPont_Ratio,Gross_profit_margin,Operating_profit_margin,Net_profit_margin,Sales_growth_rate,Current_debt_to_total_debt_Ratio,Cost_to_sales_ratio,Sale_to_current_assets,Operating_cash_flow_to_sales,Cash_flow_returns_to_sales,Profit_margin_before_interest_and_taxes,Net_return_on_working_capital
Cash_to_total_assets_ratio,0.18441425060625938,0.07998752937672829,-0.025566754366270192,0.19336022695388022,-0.07434041000657603,0.07543108378419137,-0.04090480879860308,0.01399936333588665,0.16141496737903166,0.08614802338221547,0.10159928376817305,0.08449384037356164,0.22115260366836398,0.0872687619600728,0.17439866770519313,0.03686153654061626,0.2849438882105036,0.021643911176688298,0.21017928431205374,0.42185788951764147,0.238033405863033,-0.02638824226876176,0.21001019371191257,0.29406633904602686,0.022073926480573203,-0.022775327178324496,0.42211994311134027,0.00039836536478788173,0.1051091086673141,0.03999368549437516,1.0,-0.22146225466806885,-0.2214512482733924,0.3240185110111539,0.19462978149177618,0.20506769550893975,0.2696931265932257,0.11319478349313816,-0.09170040406818439,0.046416548308257546,0.09181781847083328,-0.05331082806243672,0.3763939116090435,0.23096337631658773,0.015063857067967684
Debt_to_equity_ratio,-0.014128905813782405,-0.09123058592691963,0.15725100229925823,-0.1560869037880896,0.08590373243298703,-0.03230501803319211,0.2901467658190533,0.010328337117787478,-0.02945272500906232,-0.09489431639944171,-0.10345694199114751,-0.08838623514861274,-0.24658819637105892,-0.09370225206945183,-0.17502558111163768,-0.015895986819543167,-0.0949924821069173,0.014688155905733809,-0.12565154177461718,-0.42004001864514845,-0.174946325612522,-0.02827167283423439,-0.10988314654834844,-0.12868086300927606,-0.002272143141270229,0.074195786774785,-0.40192118727208825,-0.08263335582032884,-0.007801604998420781,-0.07093936362885714,-0.22146225466806885,1.0,0.9999996154587967,-0.7660577675716771,-0.2706448929170162,-0.2995335973434061,-0.27627969164168115,-0.12695792183054955,0.035070756886902046,0.07841352466662409,0.03755892814654435,-0.19218559901905338,-0.16177538375756928,-0.23963803621543955,-0.06708152314923764
Equity_Ratio,-0.014168852827652833,-0.09122479056144185,0.15725202989183837,-0.15610106928606082,0.08589154986506076,-0.03230321028949855,0.2901375003764236,0.01031754358213677,-0.029451443625619262,-0.0948884038510946,-0.10345094036502053,-0.08838023942839691,-0.24658121011102815,-0.09369732222499985,-0.1750061567411927,-0.01589411222345563,-0.09498605389179342,0.014691689183187482,-0.1256586019914143,-0.42003835125276384,-0.1749368582953416,-0.02827046580853676,-0.10988624246761589,-0.1286793946152969,-0.0022673535457993356,0.07419977553027271,-0.40191855602594456,-0.08262794700285166,-0.007789606307779933,-0.0709339866697243,-0.2214512482733924,0.9999996154587967,1.0,-0.7660553598091842,-0.2706173746047709,-0.29951486547229267,-0.276265290596626,-0.1269473404115578,0.03510373688383161,0.07844077677757572,0.037511731276579974,-0.19216913298753666,-0.16176795408258893,-0.23962305813196683,-0.06708158689665634
DuPont_Ratio,-0.06313953882021663,0.15912440312417606,-0.16690064507082866,0.21060492889362356,-0.09678177128385555,0.026769510467923807,-0.24972081982053893,-0.003382736185724814,0.08502209531169153,0.1638668382581128,0.17759892031295021,0.1574342637731257,0.4859323466123704,0.15356764237542136,0.2405065925705823,0.0007370040302016685,0.14251226447207907,-0.012137350265920412,0.262907514317946,0.6155881377532493,0.38441336961041267,0.07639160842433827,0.16926891874548702,0.19262538074025096,0.014357910728853859,-0.06025316778688044,0.52646431794636,0.12995937676473593,0.046997904545211716,0.11025539472165233,0.3240185110111539,-0.7660577675716771,-0.7660553598091842,1.0,0.40766654532191304,0.40594863657061225,0.4392891763570277,0.2192415038395325,-0.017687012116402345,0.04665835062725919,-0.03744846250936661,0.25381187926898713,0.20857080075397863,0.38284216019100253,0.05377772537899908
Gross_profit_margin,-0.17017862000701944,0.15384508900178304,-0.150312535966231,0.1452929984059299,0.0290615300035503,0.09400762126089761,-0.08744099307190388,-0.022220698919609972,-0.01584143409305185,0.14334925311972382,0.161628989290204,0.1505969287494737,0.19519835059600807,0.12669893634652088,0.08074378405122742,-0.016337440801026223,0.3022239340422688,-0.012716076637143189,0.038971671250432126,0.6044044959231583,0.17796631521352127,0.04772725156776381,0.35337413052150163,0.3542744493261219,-0.004831837007479212,-0.08550199546783034,0.5459430672587327,0.09554171213860527,0.06943969370881069,0.16779772210076635,0.19462978149177618,-0.2706448929170162,-0.2706173746047709,0.40766654532191304,1.0,0.9285934855271634,0.4420459262594986,0.1628566917025147,0.020332622425567545,0.2095557240435801,-0.3658049195855164,0.1125520723222263,0.4706504238707242,0.48654983806625157,0.049391900685756086
Operating_profit_margin,-0.14951824412901465,0.18217306450502915,-0.11465179656756957,0.16185578339492113,0.03996858509347454,0.10402756934031386,-0.0847474077151116,-0.012522957641197086,-0.03964675550965896,0.16623284021971385,0.18842206475975662,0.17386728226295312,0.15733169114579454,0.15007097514978962,0.1052660533893737,-0.011175813050238311,0.3031260996043982,-0.017731755110218156,0.019210443991695768,0.6323349802756112,0.14850965779781097,0.024262892483249913,0.38387948060009097,0.35700059304287984,-0.013622484301074968,-0.12109066303131863,0.5799199153642299,0.12422605587102822,0.03467783726404599,-0.02435598062100679,0.20506769550893975,-0.2995335973434061,-0.29951486547229267,0.40594863657061225,0.9285934855271634,1.0,0.41241600133662776,0.2204239841145913,0.02944123576371427,-0.08948138745904853,-0.29720213730485484,-0.06228688433248893,0.4378081963608658,0.4593753934096145,0.03725091449247044
Net_profit_margin,-0.09850673421108042,0.09875910167206897,-0.10344269893332288,0.1985206842247281,0.050982045993323996,0.054874614079630735,-0.08689772967359838,0.028754283150131173,0.7216681844153031,0.10664249080521862,0.11910368683050616,0.0949607941749918,0.5152352498368828,0.0980004258282723,0.18222050810977322,-0.00522533517717987,0.1946474818172526,0.07531960016307887,0.6104534143801447,0.6288585200187753,0.5264238711007732,0.013491512802673163,0.32887754014523307,0.2857581484026197,0.09676882849954678,-0.06127808345117977,0.5091914186549783,0.06834029029021395,0.05907320605657855,0.2581512615178047,0.2696931265932257,-0.27627969164168115,-0.276265290596626,0.4392891763570277,0.4420459262594986,0.41241600133662776,1.0,0.13517031952224978,0.002168130956683929,0.18633042756822957,-0.19961469526228817,0.22361202431443833,0.15460726829675714,0.9873839911520176,0.02392461247395549
Sales_growth_rate,-0.017722984684530676,0.1398571344323434,0.10636731309873744,0.4385410098528872,0.1331833322886652,0.0472988802361118,0.016354131936706692,0.042096771535002,-0.01911929422005748,0.15498772354490348,0.14450448071159447,0.1390656626493249,0.23750041022511348,0.122575044552457,0.39221776644373146,0.048414956751008216,0.10621553827827016,0.08021960559254245,0.05481879039999082,0.3626423345333787,0.22787264812362315,-0.05468852195804692,0.2746235235445086,0.16631661613293283,0.1057806404959403,0.006970856771602534,0.30965367283895,0.09717826716485073,0.3073709280074458,0.006571232519362729,0.11319478349313816,-0.12695792183054955,-0.1269473404115578,0.2192415038395325,0.1628566917025147,0.2204239841145913,0.13517031952224978,1.0,-0.025454383726976976,-0.1270227376272971,0.07893280135754306,-0.06325665561426659,-0.09021420395055045,0.10489057698886865,0.029699879106530134
Current_debt_to_total_debt_Ratio,-0.057703035157931425,0.040167353093366595,0.14212082241901425,-0.01394198015747378,0.38068636068210276,-0.07817376167307694,-0.011207711879999579,-0.0879001748251304,-0.02011814423912385,0.04253690454662174,0.04397894596167571,0.041339310304166925,-0.09947712120069017,0.03529137315839084,0.027265156693246292,0.02252927084374131,0.054822064966183845,-0.01473192602958302,-0.042756463468589266,0.04145428400606953,-0.05995734866192402,-0.039863197666560254,0.024258233992023596,0.07068341787325982,-0.015083475417156425,-0.03162533111453094,0.08861465948572031,0.036295809082845104,0.0124744703942604,0.0037236735271048206,-0.09170040406818439,0.035070756886902046,0.03510373688383161,-0.017687012116402345,0.020332622425567545,0.02944123576371427,0.002168130956683929,-0.025454383726976976,1.0,0.029706764377437262,-0.11571235635078654,-0.03046992565196817,-0.16092322920255,0.022264074910702727,-0.030802849426005655
Cost_to_sales_ratio,-0.059906498336449454,-0.05344581381125652,-0.09514995099901233,0.0204326503200752,0.08007492172157842,-0.01953288398042378,-0.019485342152276597,-0.040704511660531004,0.11090847744762912,-0.0404799143605198,-0.04455573551909343,-0.044598472782472164,0.2118495699502802,-0.03369418933140992,-0.013768548059979008,-0.017179582900487805,0.06362148431414238,-0.015821619752418293,0.08857333290786286,-0.006306611692814646,0.1998443017657234,0.0665949313206399,-0.06484086207725212,0.06450236254991293,-0.007379955995776317,0.1337176357104905,-0.031058108630700423,-0.07467215390365343,0.11645912220412424,0.6122573895589201,0.046416548308257546,0.07841352466662409,0.07844077677757572,0.04665835062725919,0.2095557240435801,-0.08948138745904853,0.18633042756822957,-0.1270227376272971,0.029706764377437262,1.0,-0.24068948083000283,0.536326863680854,0.15231536273787152,0.17561973035773565,0.028653624052028245
Sale_to_current_assets,0.26554288344942567,0.029591720394937356,0.2533431355625872,0.022645724260311622,-0.23084730899765382,0.022546341580133477,0.04903726363850293,0.09647220458919571,-0.04031573989879787,0.02431808787019605,0.02794968138172524,0.04501741836742948,-0.14216771766270972,0.01656993624172119,0.04696106132039816,-0.005172460108533106,0.01734457400958479,-0.0011219390235177068,-0.00679869180729887,0.011391392730678166,-0.13569357662911952,-0.02735546108210868,0.06514563113372956,0.0086798288855589,-0.01295857291789253,-0.029052893028053292,0.09233115130395045,0.01793317691831741,0.048824403666391424,-0.08247991051472803,0.09181781847083328,0.03755892814654435,0.037511731276579974,-0.03744846250936661,-0.3658049195855164,-0.29720213730485484,-0.19961469526228817,0.07893280135754306,-0.11571235635078654,-0.24068948083000283,1.0,-0.21145138164507085,-0.03515903265815937,-0.25711985361644635,0.010160593726874436
Operating_cash_flow_to_sales,-0.08973451603365375,-0.005444725022510168,-0.1950712896816587,0.02741042633163288,-0.14334779664377043,8.142214831585994e-05,-0.10294375920401655,-0.048780788357545776,0.09687353720266731,0.009154244220968926,-0.00364276949200758,-0.009234146377125338,0.2926237757167497,-0.0018880254061007546,0.07122261334176754,-0.013745919668750042,-0.14820198946948362,-0.0159411087456148,0.09770897167470596,-0.0755317174305189,0.2728563841790324,0.031822368046740594,-0.17418156999553427,-0.16983033029998623,0.014268943759339096,0.13444166184896197,-0.1466290343365438,0.06579668475651626,0.014094339878477023,0.8060704981578507,-0.05331082806243672,-0.19218559901905338,-0.19216913298753666,0.25381187926898713,0.1125520723222263,-0.06228688433248893,0.22361202431443833,-0.06325665561426659,-0.03046992565196817,0.536326863680854,-0.21145138164507085,1.0,0.17889403082406036,0.21526238210667398,0.013377411443920592
Cash_flow_returns_to_sales,0.10147090824981674,0.10093839777225758,-0.19173384667102528,-0.06601194226261439,-0.27622844288279313,0.09712822591973597,-0.05990153262762319,-0.06838107775013648,0.0022247859726813837,0.08863644348963862,0.10635778920545955,0.09876505175496354,0.015784568027299387,0.07213937244080454,-0.08427441339663386,-0.015622715729166688,0.15882011040742006,-0.08244438858534416,-0.024035210085586255,0.25035736752440696,0.020055220870343116,-0.01344895561872168,0.09684096185148894,0.14522191693182174,-0.11171024293816917,-0.04467699987991215,0.2812917949893435,0.06923043605941888,-0.03712444664549201,0.23464857012332735,0.3763939116090435,-0.16177538375756928,-0.16176795408258893,0.20857080075397863,0.4706504238707242,0.4378081963608658,0.15460726829675714,-0.09021420395055045,-0.16092322920255,0.15231536273787152,-0.03515903265815937,0.17889403082406036,1.0,0.15894987538805128,0.02807428983551794
Profit_margin_before_interest_and_taxes,-0.12947572341952635,0.0881376218938846,-0.10737894624581616,0.1792821964332323,0.0691367163829072,0.05437875424040671,-0.07768886162323914,0.020866246468730858,0.7122391151327809,0.09446049195162347,0.10560054453604531,0.0833975576352653,0.4776322973320343,0.08830963556727085,0.15754373906512287,-0.010675943498657619,0.18772918580807768,0.07611301111884979,0.5812464734410335,0.5954458193295666,0.49908251180999574,0.006211580804162903,0.3236208917037805,0.27733561337335866,0.09678622069503207,-0.060529177501366424,0.47019347052255905,0.06199272596214483,0.04098736535833691,0.24482090445036378,0.23096337631658773,-0.23963803621543955,-0.23962305813196683,0.38284216019100253,0.48654983806625157,0.4593753934096145,0.9873839911520176,0.10489057698886865,0.022264074910702727,0.17561973035773565,-0.25711985361644635,0.21526238210667398,0.15894987538805128,1.0,0.02545779708621705
Net_return_on_working_capital,0.02596248678065231,0.004662366792067209,-0.0062316996042433405,-0.01450474144916663,-0.023586538066233214,0.027152460850205448,-0.0121326750621089,-0.011197966071386784,0.0009946051616633235,0.005319284104267523,0.005328666785720479,0.004904691417702428,0.012164174885750901,0.004386615908042205,0.0232419214326723,0.001879340557912028,0.013118895095835036,0.004119608243545004,0.006123816713391076,0.03677180446653705,0.010518225280075018,0.0009113299612042387,0.026202859383029534,0.01663424279503681,0.005477631013687741,0.0027602781332822087,0.040402636136735996,0.003825780567205496,0.015682613309940543,0.006560908632525305,0.015063857067967684,-0.06708152314923764,-0.06708158689665634,0.05377772537899908,0.049391900685756086,0.03725091449247044,0.02392461247395549,0.029699879106530134,-0.030802849426005655,0.028653624052028245,0.010160593726874436,0.013377411443920592,0.02807428983551794,0.02545779708621705,1.0
