,Debt_to_total_assets_ratio,Operating_profit_to_sale,Fixed_asset_turnover,Return_from_market,Current_assets_ratio,Working_capital_return,Longterm_debt_to_equity_ratio,Return_ratio_without_risk,Profit_margin_growth_rate,Stock_market_value,Net_profit_to_sale,Net_profit_to_Gross_profit,Current_ratio,Net_working_capital,Operating_assets_Ratio,Total_asset_turnover,DPS,EPS_growth,Liquidity_ratios,ROA,Quick_Ratio,Average_payment_period,ROE,EPS,Total_income_growth,P_to_E,ROI,Capital,P_to_B,P_to_S,Cash_to_total_assets_ratio,Debt_to_equity_ratio,Equity_Ratio,DuPont_Ratio,Gross_profit_margin,Operating_profit_margin,Net_profit_margin,Sales_growth_rate,Current_debt_to_total_debt_Ratio,Cost_to_sales_ratio,Sale_to_current_assets,Operating_cash_flow_to_sales,Cash_flow_returns_to_sales,Profit_margin_before_interest_and_taxes,Net_return_on_working_capital
Debt_to_equity_ratio,0.021217201139120324,-0.04765037887814203,0.2158029741233486,-0.10612280452566822,0.1363121136342777,-0.006768677478971306,0.6932523529166876,-0.007193055622519999,0.022540478875294333,-0.07257769556913957,-0.07254416269716883,-0.03702988181038857,-0.35244613059632696,-0.10040097058518845,-0.13318151891765836,0.009988677313908042,-0.018868159782597933,-0.00024222797335908858,-0.16166903815622166,-0.3992393765511854,-0.22525131751634653,0.015017135895423,-0.027937146764675257,-0.03867731950223456,-0.015771979717284553,0.06775954357940756,-0.35400719764683425,-0.0726848304357148,0.022846556948164416,-0.16421317184824247,-0.18125329672962734,1.0,0.9999987604961408,-0.8285903203888655,-0.23371454326854632,-0.24836736220690012,-0.38283962965491425,-0.059484756083348404,0.02307667684721489,0.05372945954807447,0.033403898337377634,-0.3152486159556465,-0.1777506877281263,-0.2794034499280794,-0.03283822775789683
Equity_Ratio,0.021127746332022048,-0.04763099947302386,0.21579938154368145,-0.10616465277859281,0.1362827128988899,-0.006767784984164218,0.6931781977804162,-0.007214814323690194,0.02254410590384321,-0.07255561155440547,-0.0725243976118031,-0.03700994183538567,-0.3524286275232993,-0.10038105127771067,-0.1331460933950246,0.009992864025963456,-0.01885202798478562,-0.00023148120060169277,-0.1617065865208822,-0.399246543319694,-0.2252128952051377,0.015019057965310561,-0.027960506924605798,-0.03868847124009809,-0.01575681165473158,0.06777270186900985,-0.3540087380440572,-0.07266628777270615,0.02286975211412886,-0.16417417881831764,-0.1812330749762357,0.9999987604961408,1.0,-0.8285849597470004,-0.23365012496904702,-0.24832411389490874,-0.38278580409159946,-0.05946521619848745,0.023159778813802462,0.05381253172211079,0.033250947830192855,-0.31518303408168324,-0.1777316799162983,-0.27935041859504556,-0.0328396981995979
DuPont_Ratio,-0.06061253638239032,0.13682679221282698,-0.1945140192466166,0.15290151983503375,-0.16489664378007948,0.031052979896968026,-0.5757655310424223,0.020859193060256687,0.027885699551697018,0.1686674617332265,0.16492961997884006,0.12660064676467583,0.5744494370178367,0.19022577047515526,0.2087785530677344,0.0002304104360849252,0.05087233856527711,0.04110240152129679,0.2709284384987407,0.5274112817926754,0.43395377572973043,0.018460360839180505,0.07863034096357151,0.08739305990802036,0.06253610772605632,-0.013489511118247166,0.42055273643440416,0.14875288000607237,0.05522339191543099,0.2871061974699939,0.26773579496329253,-0.8285903203888655,-0.8285849597470004,1.0,0.3136166408572823,0.31528024912532704,0.5055258644284567,0.12665402884822569,-0.01660994252959734,0.0057158945209515415,0.005886706426794192,0.3834798825703666,0.23544816764513507,0.3699490657924513,0.003837944729433824
Gross_profit_margin,-0.18720470324280694,0.1873075131855884,-0.06358219051198677,0.12257985118628908,0.05337323874181223,0.0554965280824691,-0.08272465444040401,-0.0038732294131342397,0.01954321813028953,0.16176648682441616,0.18072332789253573,0.17680002192263847,0.23910643534361475,0.1645337560997465,0.056593738830506765,0.019146882748837926,0.4379712564225046,0.04426848605616816,0.010263092486543385,0.6103231457008405,0.27895023673516095,0.015668562579764258,0.518785979218647,0.47412615719372353,0.05070070232244772,-0.0969270080618236,0.5260760169062902,0.09484866681330985,0.11507250929080211,0.2682177876491818,0.0893103133138263,-0.23371454326854632,-0.23365012496904702,0.3136166408572823,1.0,0.9487339277112874,0.7478105960695041,0.10713342867546782,0.04859919083264603,0.14401844154309365,-0.38715205087206034,0.039264405232169515,0.43770602005273196,0.8185461576432291,0.002865292514628602
Operating_profit_margin,-0.19638812288796362,0.22852531855820538,-0.025043575175122627,0.14457747202337082,0.08119226080607932,0.06182382016645269,-0.0715915882510633,0.009675304974735023,0.015153526208276936,0.20280756317345178,0.2178716410279705,0.20827378060723373,0.22454475412447947,0.2030278662410667,0.09202400517999734,0.015881414088892067,0.45515172118502395,0.048537030713476745,0.024087485048299433,0.6487655916587952,0.2612630417035034,0.01114062827717564,0.5628079717969916,0.49144248055652745,0.05390332412927632,-0.10744000265333702,0.5599302095319276,0.12919884732008097,0.113094294752985,0.24201460485247217,0.08532035284985894,-0.24836736220690012,-0.24832411389490874,0.31528024912532704,0.9487339277112874,1.0,0.7597735219774128,0.15579042684140187,0.06078281957241503,-0.09031180186481336,-0.33609285938500266,-0.0064687082528340845,0.42511290365462,0.8307513681963999,0.003908848226797509
Net_profit_margin,-0.10614602070488748,0.26127703280362546,-0.07636586170281813,0.19758227532522374,-0.023681352541471398,0.09314250512249428,-0.1768279267980397,0.027942791517605935,0.17569543317313954,0.2683837451808418,0.2836953179636808,0.24483357441925702,0.39899650519151564,0.2692625050672868,0.16697738681116941,0.03370165084383761,0.4428982043462911,0.12882510528903862,0.08918046526961722,0.7857485617228125,0.42981017131473936,0.029933446562478167,0.5875202365835699,0.5072913900412357,0.15448587635862532,-0.08251057582548246,0.695458405649109,0.17978522897088614,0.16929515785959318,0.409969830165505,0.20940993268555105,-0.38283962965491425,-0.38278580409159946,0.5055258644284567,0.7478105960695041,0.7597735219774128,1.0,0.15535954092766185,0.020674690648747586,0.03160447534118608,-0.25162614964990554,0.1252238458758069,0.3265071125542782,0.9514505345125509,-0.012035508177216377
Sales_growth_rate,-0.022597725022265317,0.16598249610584004,0.1320239766033529,0.47351569005338057,0.13399383256169317,0.056562829020547635,0.0013437695243925828,0.012352080476572165,0.051215909689933586,0.21978700391286296,0.16253487360249663,0.16069087064779441,0.18631439367791358,0.16340635945314358,0.38849544269320907,0.07177007732003264,0.13290312223615877,0.21569571352612288,0.09410580111867246,0.3619586023275118,0.1645744414116842,0.015033473473099397,0.3681885014499375,0.21114426091335384,0.23711019455990753,0.08902883464909823,0.2894580505776371,0.09062399907572301,0.35314924255997193,0.2617562502558637,0.11409749135477533,-0.059484756083348404,-0.05946521619848745,0.12665402884822569,0.10713342867546782,0.15579042684140187,0.15535954092766185,1.0,-0.04026122066729742,-0.13323421001353225,0.15662935484455995,-0.11789698849966719,-0.11165261039557241,0.09812892373225077,-0.018376777681991564
Current_debt_to_total_debt_Ratio,-0.08788143638444516,-0.0009808756509914406,0.14334163745395517,-0.027900589015399088,0.3826044355257449,-0.03684497296574789,0.051258970651152716,-0.09121790930715573,-0.026554536969983465,-0.0007965896691864651,-0.0024639430754698813,-0.0013351402133817659,-0.10471959850723046,-0.02391963287332746,0.012434083750811934,0.0011727894353130422,0.04525175667198158,-0.003339019033017237,-0.061072829822793,0.019812053400246697,-0.024260663119801195,-0.015194465990903046,0.04197243641337613,0.06684669101188402,-0.014780195414354018,-0.02193813196927087,0.07496442321625693,0.002389925660799026,0.0049551561183133076,-0.016451086606652975,-0.13551763112203563,0.02307667684721489,0.023159778813802462,-0.01660994252959734,0.04859919083264603,0.06078281957241503,0.020674690648747586,-0.04026122066729742,1.0,0.031396562728518006,-0.15717725072563998,-0.038073711350720296,-0.15838108885771807,0.06419897387604584,0.004337063197006617
Cost_to_sales_ratio,0.01888621301626156,-0.0697754286284237,-0.09006307169219542,-0.02415212416121884,0.03093234331708968,-0.013668917381359722,-0.03617785734663285,-0.06312981464483101,0.027213429362922283,-0.0714939058605444,-0.05704376867325495,-0.05282734672928217,0.10724652096805984,-0.035226787267580495,-0.0978830489610633,0.015678171312099892,-0.009198699475901807,-0.0014547768327646668,-0.06544976395927235,-0.0785409194483718,0.13379486684754557,0.021890185535152616,-0.11429698214403398,0.003768693690341827,-0.0008430473060072283,0.0738684812538265,-0.05842095017638014,-0.08565078587908063,0.040425891108670786,0.1420681327234992,0.05972338918715808,0.05372945954807447,0.05381253172211079,0.0057158945209515415,0.14401844154309365,-0.09031180186481336,0.03160447534118608,-0.13323421001353225,0.031396562728518006,1.0,-0.2347837838853014,0.1342495178860455,0.04082670189403497,0.02569500232928713,-0.004031605443387617
Sale_to_current_assets,0.2809952457216578,0.09091096464286408,0.1367248011547344,0.04734454062523108,-0.31931550702693545,0.07943147422076276,0.09835502765290322,0.08487505938712651,0.024417708962097988,0.09169992552978802,0.09639963716233368,0.10724895602430817,-0.1420739466780202,0.061256355990646466,0.09924259674962373,-0.014819791953871926,0.05837653499784927,0.008954607376794325,0.10137841577185677,0.06117445886963335,-0.144729144350779,0.014431405761312703,0.07249624638225782,0.03005769896459624,-0.0021442596312791335,0.02161404713714681,0.1213924363457736,0.05663188600034871,0.09643583368410061,-0.09177485667045517,0.16834845899165407,0.033403898337377634,0.033250947830192855,0.005886706426794192,-0.38715205087206034,-0.33609285938500266,-0.25162614964990554,0.15662935484455995,-0.15717725072563998,-0.2347837838853014,1.0,-0.29107209278994556,0.004521420372474969,-0.37703512626422997,-0.013866503502541292
Operating_cash_flow_to_sales,-0.052998741994410736,0.020455548816474937,-0.3156415735813822,-0.04633613011373402,-0.32295920022770885,-0.003645221350993202,-0.3584515759976978,-0.08888118434094532,0.03820424141645554,0.048855149381210515,0.036351392653796236,0.012024197413920957,0.17745961010946146,0.009959482214053869,0.02445670783551505,2.3409651742987204e-05,-0.36809982147829073,-0.047652293405602064,-0.06852469917384184,-0.19435841855425579,0.13404886340172717,0.0180951490049859,-0.41762327414912553,-0.397133584835366,0.00195574670103989,0.09200483299795739,-0.2781716979423548,0.23551648082317028,-0.1222001553492705,0.2624474046388585,-0.09072358027972387,-0.3152486159556465,-0.31518303408168324,0.3834798825703666,0.039264405232169515,-0.0064687082528340845,0.1252238458758069,-0.11789698849966719,-0.038073711350720296,0.1342495178860455,-0.29107209278994556,1.0,0.08123637818978302,0.12343755917421764,-0.009940523771079679
Cash_flow_returns_to_sales,0.11570832654685187,0.13505929832904937,-0.21274902782815458,-0.08784933699169006,-0.3271501828168696,0.06817008452582496,-0.09076653827497552,-0.0564588860154956,0.002359597080992941,0.086436646633315,0.137449935929661,0.13014924523911112,0.04155068719492484,0.08625891944069401,-0.10024974119655361,-0.022411176746347763,0.2055568388583507,-0.08235725010555166,-0.016204845151520715,0.29520733565308366,0.05259480596255178,0.002752943505338685,0.16433327978418277,0.15503473063702072,-0.10088143108827458,-0.06044842571599873,0.31442720563665166,0.10525610899642723,-0.044235497966121674,0.05025978344657667,0.31803630500510094,-0.1777506877281263,-0.1777316799162983,0.23544816764513507,0.43770602005273196,0.42511290365462,0.3265071125542782,-0.11165261039557241,-0.15838108885771807,0.04082670189403497,0.004521420372474969,0.08123637818978302,1.0,0.3220617527073339,0.0036193702638663075
Profit_margin_before_interest_and_taxes,-0.1672187757544812,0.21667866813863967,-0.05714213409281536,0.1622232573169329,0.034881593961903226,0.07655509673302534,-0.10316756334784347,0.019407659176069462,0.15579689902726288,0.2141601520934542,0.22639244643045464,0.19914207089740565,0.30553343482520223,0.22028127802426975,0.11683261525659089,0.024792546713487962,0.42324543476504317,0.11056699057218014,0.024790092003291058,0.6863303132398864,0.3722488179251298,0.022304348561562368,0.5594884057587137,0.4882794877325489,0.13604179120444182,-0.08761952994180433,0.5810834378965806,0.13941170703250602,0.12685065125419853,0.36697491310991454,0.10850219787934166,-0.2794034499280794,-0.27935041859504556,0.3699490657924513,0.8185461576432291,0.8307513681963999,0.9514505345125509,0.09812892373225077,0.06419897387604584,0.02569500232928713,-0.37703512626422997,0.12343755917421764,0.3220617527073339,1.0,-0.007357482914506333
Net_return_on_working_capital,-0.005071460561245872,-0.03831857323502869,-0.012979108187777923,-0.02244461071893759,0.0014092349468383,0.015221088597851097,-0.028589650429990104,0.004961041199257953,-0.02628120875058953,-0.04177042403159866,-0.03914430164992597,-0.03848226128650389,-0.02460921637316657,-0.037717937721159674,-0.029566545311437823,-0.01594597249372416,-0.009407267335146794,-0.023898457055650503,-0.0009288606823423175,-0.0072908830485594114,-0.03205068411701377,-0.017226829513804866,-0.0053322952851567245,-0.014350498450790347,-0.02452126075977766,-0.023730063856625485,-0.000373317127672672,-0.03001951322636869,-0.030630206519615694,-0.0369649686381475,-0.015855852291763062,-0.03283822775789683,-0.0328396981995979,0.003837944729433824,0.002865292514628602,0.003908848226797509,-0.012035508177216377,-0.018376777681991564,0.004337063197006617,-0.004031605443387617,-0.013866503502541292,-0.009940523771079679,0.0036193702638663075,-0.007357482914506333,1.0
